DayOfYear;flux_m3/s;c_mmol/m3;dis_mmol/s
163;-684.7319946289062;2.029850482940674;-1389.9035699824162
164;-638.4437255859375;2.053563356399536;-1311.0846399864822
165;-594.0621337890625;2.064399242401123;-1226.3814189333352
166;-557.9757690429688;2.0680999755859375;-1153.9496743353084
167;-562.1566162109375;2.068615198135376;-1162.885720026301
168;-528.3474731445312;2.0746994018554688;-1096.1621865048073
169;-477.9569396972656;2.089538812637329;-998.7095762667959
170;-475.1102294921875;2.121584415435791;-1007.9864585047471
171;-499.4449462890625;2.1689534187316895;-1083.2728237219271
172;-472.5082702636719;2.200498342514038;-1039.753665539385
173;-444.1631164550781;2.2150938510894775;-983.8629881403831
174;-533.5614013671875;2.22098970413208;-1185.0343789588078
175;-606.1421508789062;2.219691753387451;-1345.4487336864404
176;-607.8916015625;2.2186412811279297;-1348.693401677534
177;-590.1520385742188;2.2182681560516357;-1309.115474398146
178;-545.6956787109375;2.219261884689331;-1211.0416204028588
179;-513.6929931640625;2.2223880290985107;-1141.6251586395956
180;-503.0751647949219;2.227910041809082;-1120.8062114313652
181;-519.744873046875;2.2350356578826904;-1161.6483242614777
182;-570.7077026367188;2.242323875427246;-1279.7115075125475
183;-569.8662719726562;2.2484943866729736;-1281.3411136847717
184;-560.27587890625;2.253119468688965;-1262.3684906004928
185;-546.9244384765625;2.2563517093658447;-1234.0538916505466
186;-531.2772827148438;2.258538007736206;-1199.9099356582883
187;-495.13665771484375;2.2600040435791016;-1119.0108485597884
188;-465.4259948730469;2.260993242263794;-1052.3250291818622
189;-527.1080932617188;2.2608537673950195;-1191.7143184751621
190;-525.168212890625;2.2606749534606934;-1187.2346252355492
191;-497.946044921875;2.260589361190796;-1125.6515315974248
192;-452.69024658203125;2.2606682777404785;-1023.3824800905131
193;-395.5216369628906;2.2610156536102295;-894.280612514638
194;-377.1246643066406;2.2617759704589844;-852.9715035961708
195;-360.3147888183594;2.263139009475708;-815.4424542658307
196;-323.8708190917969;2.265334129333496;-733.6756199838419
197;-293.0568542480469;2.2686057090759277;-664.8304526309512
198;-269.3198547363281;2.273164749145508;-612.2084000316099
199;-259.1661376953125;2.2791171073913574;-590.6699780779309
200;-288.40374755859375;2.286390781402588;-659.4036697399279
201;-295.6647644042969;2.2946994304656982;-678.4617664873149
202;-285.5081481933594;2.3035764694213867;-657.6898520062969
203;-282.52685546875;2.31268048286438;-653.3943445276236
204;-281.2996520996094;2.321399450302124;-653.0088577542119
205;-276.8240966796875;2.32928204536438;-644.8013981202093
