DayOfYear;flux_m3/s;c_mmol/m3;dis_mmol/s
186;-531.2772827148438;2.99743914604187;-1592.4713246122265
187;-495.13665771484375;2.6658384799957275;-1319.9543549927039
188;-465.4259948730469;4.588344573974609;-2135.534838162479
189;-527.1080932617188;4.1021552085876465;-2162.2792102622625
190;-525.168212890625;3.8726556301116943;-2033.7956364065758
191;-497.946044921875;3.7681379318237305;-1876.3293798717204
192;-452.69024658203125;3.7108874320983887;-1679.8825466747803
193;-395.5216369628906;3.6794233322143555;-1455.2915394368756
194;-377.1246643066406;3.6687710285186768;-1383.5840425480346
195;-360.3147888183594;3.6831254959106445;-1327.084585250559
196;-323.8708190917969;3.733325242996216;-1209.115104385266
197;-293.0568542480469;3.832594156265259;-1123.1679870445441
198;-269.3198547363281;3.989694595336914;-1074.5039688584511
199;-259.1661376953125;4.202085018157959;-1089.0381444233353
200;-288.40374755859375;4.453671455383301;-1284.4555381272803
201;-295.6647644042969;4.719573974609375;-1395.4117272915319
202;-285.5081481933594;4.974914073944092;-1420.378504672859
203;-282.52685546875;5.2275071144104;-1476.9111469748896
204;-281.2996520996094;5.478016376495361;-1540.964100904108
205;-276.8240966796875;5.707897186279297;-1580.0834825322963
206;-281.27813720703125;5.904206275939941;-1660.7241429824498
207;-301.0065002441406;6.061443328857422;-1824.5338428475661
208;-353.0910949707031;6.180848121643066;-2182.402431118564
209;-395.87078857421875;6.267870903015137;-2481.2669970580027
210;-442.60394287109375;6.329529285430908;-2801.4746182497765
211;-579.8963012695312;6.372580528259277;-3695.4358778797905
212;-640.5914306640625;6.402638912200928;-4101.475620792189
213;-649.7928466796875;6.423961162567139;-4174.244010784256
214;-588.6535034179688;6.43958044052124;-3790.6815868546546
215;-535.1539306640625;6.451556205749512;-3452.5756624069763
216;-564.4305419921875;6.461236953735352;-3646.919475736795
217;-572.771484375;6.423086166381836;-3678.9605977870524
218;-569.015380859375;6.359959602355957;-3618.914835384814
219;-560.9485473632812;6.265209674835205;-3514.460266025184
220;-540.0528564453125;6.125598907470703;-3308.1471874178387
221;-500.0725402832031;5.926990509033203;-2963.925200086669
222;-456.76617431640625;5.6601457595825195;-2585.363124677737
223;-435.847900390625;5.3292083740234375;-2322.724280562252
224;-394.00262451171875;4.955345153808594;-1952.4189959620126
225;-327.03436279296875;4.566836833953857;-1493.5125739715586
226;-303.11529541015625;4.178466796875;-1266.557197496295
227;-319.70263671875;3.80312442779541;-1215.86890733568
228;-315.9302978515625;3.464460611343384;-1094.5280728367215
229;-298.6064147949219;3.201082706451416;-955.8638304354827
230;-296.53375244140625;3.0338635444641113;-899.6429412351281
231;-322.3746337890625;2.9444162845611572;-949.2051214579551
232;-334.3675231933594;2.9010322093963623;-970.0109545600208
233;-311.8930969238281;2.728083848953247;-850.8705203179052
234;-296.18853759765625;2.423577070236206;-717.8357481884741
235;-271.3005676269531;2.2545371055603027;-611.6571964745381
236;-255.80320739746094;2.355698823928833;-602.5953148234221
237;-260.7523498535156;2.664625406265259;-694.807336163045
238;-250.05859375;2.9079840183258057;-727.1663942700252
239;-230.03628540039062;3.0786502361297607;-708.2012643663256
240;-230.62342834472656;3.4064812660217285;-785.6143881620155
241;-216.75352478027344;3.9529383182525635;-856.8133137202494
242;-198.84461975097656;4.295454502105713;-854.1280171288308
243;-200.8298797607422;4.430411338806152;-889.7589764630684
244;-195.41700744628906;4.467391490936279;-873.0042762497833
245;-192.02249145507812;4.468460559844971;-858.0449296701845
246;-167.01812744140625;4.457018852233887;-744.4029426711495
247;-221.93605041503906;4.431056499481201;-983.4111786607464
248;-230.4242706298828;4.404763698577881;-1014.9644625417932
249;-203.9478759765625;4.386272430419922;-894.5709456386976
250;-163.96783447265625;4.374981880187988;-717.3563047515345
251;-156.08316040039062;4.368173599243164;-681.7983405474224
252;-155.97451782226562;4.418460845947266;-689.1672999631846
253;-145.94354248046875;4.5347466468811035;-661.8169898972556
254;-116.0525131225586;4.771240234375;-553.7144199106842
255;-116.21476745605469;5.193385601043701;-603.5480999349165
256;-124.73075103759766;5.788366794586182;-721.9873375698262
257;-130.85670471191406;6.433918476104736;-841.9213701681656
258;-131.71633911132812;6.93855094909668;-913.9205297524459
259;-130.68006896972656;7.109129905700684;-929.021586391711
260;-139.33334350585938;6.760221004486084;-941.9241953935853
261;-136.98284912109375;5.7249555587768555;-784.220723532897
262;-133.85389709472656;4.915807247161865;-657.9999573991154
263;-131.10858154296875;4.522668361663818;-592.9606336870056
264;-131.5231170654297;3.3571879863739014;-441.5478285425088
265;-135.2415313720703;1.4829046726226807;-200.55029880428992
266;-149.628173828125;0.5956557393074036;-89.12688050280849
267;-217.2316436767578;0.3260907232761383;-70.83722380501831
268;-275.2130432128906;0.0030781424138695;-0.8471449411636982
269;-278.10772705078125;0.0030781424138695;-0.8560551902598519
270;-340.71917724609375;0.0030781424138695;-1.048782150699921
271;-340.9148254394531;0.0030781424138695;-1.0493843837020975
272;-365.9158630371094;0.0030781424138695;-1.1263411379221893
273;-420.082763671875;0.0030781424138695;-1.293074572193916
274;-517.363037109375;0.0030781424138695;-1.5925171078947074
275;-578.6720581054688;0.0030781424138695;-1.7812350057755992
276;-603.440185546875;0.0030781424138695;-1.8574748293651169
277;-607.4588623046875;0.0030781424138695;-1.869844888740971
278;-599.2875366210938;1.4571442604064941;-873.2483943205734
279;-778.049560546875;2.4712300300598145;-1922.7394388982793
280;-853.4636840820312;2.3142449855804443;-1975.1240512618533
281;-941.0137329101562;2.0097575187683105;-1891.2094249804213
282;-935.9181518554688;1.4993633031845093;-1403.2813316763568
283;-889.0703735351562;0.6320105195045471;-561.9018286540559
284;-904.3695678710938;0.0030781424138695;-2.7837783246768453
285;-1017.9956665039062;0.0030781424138695;-3.1335356382010247
286;-927.3678588867188;0.0030781424138695;-2.8545703396985544
287;-862.7369995117188;0.0030781424138695;-2.6556273502115317
288;-779.5420532226562;0.0030781424138695;-2.3995414574195735
289;-663.90771484375;0.0030781424138695;-2.0436024959557244
290;-599.9110717773438;0.0030781424138695;-1.8466117145877519
291;-563.9310302734375;0.0030781424138695;-1.735860022781793
292;-549.0169677734375;0.0030781424138695;-1.6899524144374425
293;-533.4985961914062;0.0030781424138695;-1.642184656676605
294;-550.05224609375;0.0030781424138695;-1.693139148545356
295;-564.3381958007812;0.0030781424138695;-1.7371133362609754
296;-611.0503540039062;0.0030781424138695;-1.8809000116693966
297;-613.7060546875;0.0030781424138695;-1.8890746365821087
298;-602.4222412109375;0.0030781424138695;-1.8543414517297094
299;-678.3202514648438;0.0030781424138695;-2.0879663362205605
300;-797.822509765625;0.0030781424138695;-2.455811306049384
301;-892.2994995117188;0.0030781424138695;-2.746624935321549
302;-894.385986328125;0.0030781424138695;-2.7530474388871085
303;-835.0935668945312;0.0771031305193901;-64.38832828417208
304;-778.102294921875;0.9809570908546448;-763.2849636138853
305;-788.0750122070312;1.8050137758255005;-1422.4862534175409
306;-764.6076049804688;2.7407732009887695;-2095.616033002676
307;-817.480712890625;3.8985841274261475;-3187.0173317524022
308;-825.3200073242188;0.0030781424138695;-2.5404525195597643
309;-810.5654296875;0.0030781424138695;-2.49503582833745
310;-758.4816284179688;0.0030781424138695;-2.3347144705741556
311;-705.9508666992188;0.0030781424138695;-2.173017304894799
312;-679.6174926757812;0.0030781424138695;-2.0919594294129666
313;-669.1279296875;0.0030781424138695;-2.0596710606757824
314;-659.2002563476562;0.0030781424138695;-2.029112268297368
315;-657.9002075195312;0.0030781424138695;-2.025110532859415
316;-627.441162109375;0.0030781424138695;-1.931353253296436
317;-601.2891845703125;0.0030781424138695;-1.8508537420268851
318;-568.4796142578125;0.0030781424138695;-1.7498612120671453
319;-533.4053955078125;0.0030781424138695;-1.6418977716994334
320;-555.8804931640625;0.0030781424138695;-1.7110793230509955
321;-715.692626953125;0.0030781424138695;-2.203003830318096
322;-831.8145141601562;0.0030781424138695;-2.560443536508629
323;-802.066162109375;0.0030781424138695;-2.4688738723183974
324;-737.6770629882812;0.0030781424138695;-2.2706750553229114
325;-716.7835083007812;0.0030781424138695;-2.2063617184628157
326;-677.6080932617188;0.0030781424138695;-2.0857742118501363
327;-664.6112060546875;0.1501416712999344;-99.78583724171585
328;-647.6327514648438;0.6652648448944092;-430.8473019517987
329;-597.9205932617188;0.7229872345924377;-432.2889562281598
330;-578.2448120117188;0.5195865631103516;-300.4482345095603
331;-533.3848266601562;0.44198501110076904;-235.74809853237093
332;-501.46783447265625;0.5133048892021179;-257.4058912124128
333;-482.2515563964844;0.7624561786651611;-367.6956788453899
334;-457.42755126953125;1.2176941633224487;-557.0068593237884
335;-469.58953857421875;1.864546775817871;-875.5716601063614
336;-465.3399963378906;2.5642902851104736;-1193.2668318825963
337;-465.3305358886719;3.1139047145843506;-1448.9949495437977
338;-470.0649108886719;3.494149923324585;-1642.4772723392307
339;-433.9886779785156;3.7434005737304688;-1624.593466137303
340;-394.13238525390625;3.904517650604248;-1538.8968548986304
341;-393.02679443359375;4.009398460388184;-1575.801024493354
342;-417.8247375488281;4.078831195831299;-1704.2365739041852
343;-477.6094055175781;4.0635905265808105;-1940.8090556671232
344;-509.278564453125;4.041606426239014;-2058.3035188395297
345;-531.2561645507812;4.019567966461182;-2135.4202610133507
346;-519.4613037109375;3.997807502746582;-2076.706297362107
347;-508.0390930175781;3.9767627716064453;-2020.3509516330087
348;-500.1407470703125;3.9570348262786865;-1979.0743541982665
349;-497.8860168457031;3.9394612312316895;-1961.4026609360153
350;-524.9142456054688;3.9252126216888428;-2060.400022154863
351;-513.042236328125;3.9159038066864014;-2009.024046228209
352;-498.23846435546875;3.9137179851531982;-1949.9648388431087
353;-509.8414611816406;3.9215235710144043;-1999.3553075042291
354;-504.9532775878906;3.9429447650909424;-1991.0028824806868
355;-544.5712890625;3.9823367595672607;-2168.6662626385223
356;-534.0411987304688;4.044573783874512;-2159.969031894172
357;-538.9755859375;4.1345720291137695;-2228.4333819923922
358;-537.2051391601562;4.25649356842041;-2286.6102197575965
359;-502.60400390625;4.412680625915527;-2217.8309505446814
360;-490.7719421386719;4.602549076080322;-2258.8019488564896
361;-503.22332763671875;4.821839809417725;-2426.462274226389
362;-557.5446166992188;5.062647819519043;-2822.6520380168804
363;-610.3877563476562;5.3144330978393555;-3243.8648948498885
364;-584.2191162109375;5.565783977508545;-3251.6373963610386
365;-602.8492431640625;5.804344654083252;-3499.1447817774606
366;-587.117919921875;6.025687217712402;-3537.788945363136
