DayOfYear;flux_m3/s;c_mmol/m3;dis_mmol/s
125;-410.6145935058594;15.147817611694336;-6219.914971126767
126;-396.34375;15.025247573852539;-5955.162968099117
127;-387.922119140625;14.825384140014648;-5751.094432668295
128;-379.994384765625;14.432790756225586;-5484.379443862941
129;-377.14849853515625;13.821557998657227;-5212.779846610152
130;-375.24310302734375;13.294708251953125;-4988.747578306124
131;-392.2084655761719;13.189717292785645;-5173.118780786957
132;-388.99249267578125;13.155921936035156;-5117.554867346305
133;-383.5474548339844;13.12218189239502;-5032.979466696706
134;-379.6493835449219;12.960420608520508;-4920.415694507712
135;-370.9443664550781;12.850683212280273;-4766.888542694214
136;-362.2393798828125;12.901413917541504;-4673.400177101721
137;-353.5343933105469;12.916823387145996;-4566.541319674143
138;-344.82940673828125;12.915022850036621;-4453.479667389474
139;-336.1244201660156;12.892395973205566;-4333.449121044396
140;-327.41943359375;12.851250648498535;-4207.749208302703
141;-326.10833740234375;12.828291893005371;-4183.412940939947
142;-321.8235778808594;12.794632911682129;-4117.61454130974
143;-323.2324523925781;12.799354553222656;-4137.16676128027
144;-349.2845458984375;12.936455726623535;-4518.504064008943
145;-399.0047607421875;13.150050163269043;-5246.932619142928
146;-438.43951416015625;13.284869194030762;-5824.611595112074
147;-491.5650939941406;13.446734428405762;-6609.945273213525
148;-530.6901245117188;13.456454277038574;-7141.207395767851
149;-560.8187866210938;13.430665016174316;-7532.169257885253
150;-576.194580078125;13.593914031982422;-7832.739587276243
151;-580.3576049804688;13.657347679138184;-7926.1455894502
152;-580.910400390625;13.659202575683594;-7934.772837257013
153;-581.5571899414062;13.65538215637207;-7941.385674435762
154;-602.7135620117188;13.68898868560791;-8250.53913104086
155;-623.6104736328125;13.714759826660156;-8552.66787126381
156;-629.2811889648438;13.692130088806152;-8616.199901745247
157;-632.8153076171875;13.603852272033691;-8608.725960305776
158;-640.13525390625;13.393135070800781;-8573.41791914776
159;-703.0925903320312;13.068757057189941;-9188.54625175969
160;-754.59033203125;12.558335304260254;-9476.398407001514
161;-767.7415161132812;11.968308448791504;-9188.567273786583
162;-726.8927612304688;11.324136734008789;-8231.433019135031
163;-684.7319946289062;10.82176685333252;-7410.010002891358
164;-638.4437255859375;10.534483909606934;-6725.675154374563
165;-594.0621337890625;10.397566795349121;-6176.800716659403
166;-557.9757690429688;10.324771881103516;-5760.972530551953
167;-562.1566162109375;10.335135459899902;-5809.964778219
168;-528.3474731445312;10.251852035522461;-5416.5401180199115
169;-477.9569396972656;9.829490661621094;-4698.073275411269
170;-475.1102294921875;9.610986709594727;-4566.278101241915
171;-499.4449462890625;10.0546236038208;-5021.73094576702
172;-472.5082702636719;10.10747241973877;-4775.864309788536
173;-444.1631164550781;10.046109199523926;-4462.111170308577
174;-533.5614013671875;10.276409149169922;-5483.0952666536905
175;-606.1421508789062;10.411245346069336;-6310.69464739447
176;-607.8916015625;10.419942855834961;-6334.195750823244
177;-590.1520385742188;10.413548469543457;-6145.576858092507
178;-545.6956787109375;10.39340877532959;-5671.638255773694
179;-513.6929931640625;10.45061206817627;-5368.4061936979415
180;-503.0751647949219;10.615252494812012;-5340.269898167258
181;-519.744873046875;10.873470306396484;-5651.430443977006
182;-570.7077026367188;11.234000205993652;-6411.3304489830625
183;-569.8662719726562;11.470532417297363;-6536.669546186749
184;-560.27587890625;11.582917213439941;-6489.629122058395
185;-546.9244384765625;11.589791297912598;-6338.740097671398
186;-531.2772827148438;11.554532051086426;-6138.6603911427665
187;-495.13665771484375;11.442476272583008;-5665.589457588154
188;-465.4259948730469;11.409144401550293;-5310.112383741798
189;-527.1080932617188;11.564521789550781;-6095.753029973712
190;-525.168212890625;11.560492515563965;-6071.203194534173
191;-497.946044921875;11.498132705688477;-5725.449704784434
