DayOfYear;flux_m3/s;c_mmol/m3;dis_mmol/s
160;-10.124780654907227;14.335091590881348;-145.13965802567873
161;-6.730769157409668;14.58156967163086;-98.14517941243321
162;-4.950511932373047;14.960837364196777;-74.06380388974867
163;-3.678905487060547;15.526962280273438;-57.12222673028009
164;-3.0365989208221436;16.31790542602539;-49.5509340067465
165;-2.5537102222442627;17.329301834106445;-44.25401523811388
166;-2.241764545440674;18.494726181030273;-41.46082143026706
167;-2.0221190452575684;19.691162109375;-39.81787392462138
168;-1.9016718864440918;20.775962829589844;-39.50906442683845
169;-1.850885033607483;21.67021369934082;-40.10907421118577
170;-1.7968422174453735;22.394359588623047;-40.2391307414905
171;-1.6454864740371704;22.818439483642578;-37.54743352896958
172;-1.7129020690917969;22.883569717407227;-39.197313917153224
173;-3.8552165031433105;22.646894454956055;-87.30868124769131
174;-14.430471420288086;22.25843048095703;-321.19964491591963
175;-8.177033424377441;21.87677001953125;-178.88707966712536
176;-5.092261791229248;21.595823287963867;-109.97158577943719
177;-3.6329774856567383;21.433204650878906;-77.86634994211636
178;-2.7186214923858643;21.362308502197266;-58.07603102105077
179;-2.4889683723449707;21.34661102294922;-53.13103969287113
180;-7.116077899932861;21.357362747192383;-151.9806570461451
181;-12.706549644470215;21.377052307128906;-271.62857639297
182;-16.96249008178711;21.396207809448242;-362.9329627556217
183;-16.391326904296875;21.392982482910156;-350.659369335277
184;-10.918506622314453;21.282161712646484;-232.36942359669774
185;-7.639492034912109;20.720375061035156;-158.2931402391696
186;-6.43774938583374;19.807592391967773;-127.5163157562356
187;-18.661998748779297;19.398212432861328;-362.0094161506131
188;-21.051794052124023;19.347103118896484;-407.29123036421515
189;-14.730700492858887;19.444534301757812;-286.43161102231534
190;-26.61895179748535;19.533788681030273;-519.9689793226098
191;-14.007810592651367;19.614852905273438;-274.7611442997877
192;-9.120256423950195;19.690406799316406;-179.58155910165806
193;-7.475295066833496;19.766006469726562;-147.75673065414594
194;-5.514721393585205;19.85030746459961;-109.46891524427156
195;-4.386584758758545;19.95395851135254;-87.52973028279939
196;-4.776316165924072;20.08541488647461;-95.93429182156069
197;-12.023138999938965;20.242549896240234;-243.3789911156964
198;-8.439417839050293;20.402488708496094;-172.1851271675041
199;-6.365140438079834;20.517562866210938;-130.59716909056442
200;-5.416163444519043;20.526458740234375;-111.17465547428583
201;-7.690603733062744;20.379316329956055;-156.72924624442658
202;-10.30117130279541;20.061229705810547;-206.6541637442824
203;-6.978692531585693;19.57162857055664;-136.5843781363128
204;-5.222377777099609;18.918014526367188;-98.79701864934759
205;-4.209721088409424;18.17629051208496;-76.51711347778019
206;-3.642660617828369;17.4188289642334;-63.45088227670112
207;-3.1684060096740723;16.711782455444336;-52.94971196419556
208;-5.699258804321289;16.099071502685547;-91.75277500307857
209;-17.3155460357666;15.598403930664062;-270.0948813458963
210;-30.18427848815918;15.20672607421875;-459.0040547173703
211;-33.5750617980957;14.909160614013672;-500.5759889732435
212;-20.32744026184082;14.686897277832031;-298.5470270469232
213;-11.284843444824219;14.52224349975586;-163.88124436236103
214;-7.601864814758301;14.40083122253418;-109.47317217385535
215;-6.0902509689331055;14.311853408813477;-87.16277909025484
216;-5.437798976898193;14.24730110168457;-77.47395935430086
217;-4.756101131439209;14.201056480407715;-67.54166079409924
218;-4.695730686187744;14.187948226928711;-66.62278386323214
219;-5.32628059387207;14.206804275512695;-75.66942591360203
220;-4.726747035980225;14.227456092834473;-67.24958591634413
221;-4.019227027893066;14.250760078430176;-57.27704007524608
222;-3.6056385040283203;14.278282165527344;-51.48232394740626
223;-3.1247706413269043;14.312110900878906;-44.72206395848116
224;-2.6716604232788086;14.35443115234375;-38.35016560839722
225;-2.632530450820923;14.406679153442383;-37.92602156664407
226;-2.4974191188812256;14.468361854553223;-36.133563514453044
227;-4.098962306976318;14.536308288574219;-59.58377975745316
228;-2.923893451690674;14.604677200317383;-42.70252003006408
229;-2.6278889179229736;14.665431022644043;-38.53912366097006
230;-2.371541976928711;14.7179594039917;-34.90425854129899
231;-2.1342813968658447;14.761134147644043;-31.50441400795785
232;-1.9720209836959839;14.791693687438965;-29.169530336033063
233;-1.8839462995529175;14.808160781860352;-27.897779708170447
234;-2.814823865890503;14.810787200927734;-41.689757285796986
235;-4.843937873840332;14.800981521606445;-71.69503496252037
236;-3.681013345718384;14.780464172363281;-54.407085874381664
237;-3.0092272758483887;14.750642776489258;-44.38803657930748
238;-2.465841054916382;14.712409019470215;-36.278462176931725
239;-2.2085752487182617;14.666450500488281;-32.39195956192998
240;-2.059983968734741;14.686973571777344;-30.25493010709215
241;-2.0630979537963867;14.768832206726074;-30.46954750565874
242;-2.273364305496216;14.490927696228027;-32.94315777813131
243;-1.971146821975708;13.002875328063965;-25.630576379459626
244;-1.833980679512024;11.653341293334961;-21.37200278373598
245;-1.6952084302902222;11.018340110778809;-18.678383043597137
246;-1.6081993579864502;10.857455253601074;-17.46095256820786
247;-1.551623821258545;10.906135559082031;-16.92221973134656
248;-1.5819752216339111;10.884895324707031;-17.21963469376533
249;-1.5694514513015747;10.75745677947998;-16.88330615486882
250;-1.5113657712936401;10.527596473693848;-15.911048964332508
251;-1.5145070552825928;10.244260787963867;-15.51500523952609
252;-1.5270427465438843;9.95376205444336;-15.199820146061484
253;-1.8376561403274536;9.675787925720215;-17.78077109420599
254;-1.7071267366409302;9.395219802856445;-16.038830922074567
255;-1.5606272220611572;9.125398635864258;-14.24134552328951
256;-1.467811942100525;8.915045738220215;-13.085610598932021
257;-1.4078363180160522;8.766249656677246;-12.341444639465976
258;-1.4033784866333008;8.66906452178955;-12.16597864911546
259;-1.3973312377929688;8.609380722045898;-12.030156620967318
260;-1.3634507656097412;8.574644088745117;-11.691105047630572
261;-1.3057142496109009;8.55569839477539;-11.171297309431338
262;-1.2585461139678955;8.590998649597168;-10.812167965553954
263;-1.2398637533187866;8.71535873413086;-10.805857391619156
264;-1.220994234085083;8.9280424118042;-10.901088306480005
265;-1.2052357196807861;9.284709930419922;-11.190264055016996
266;-1.199851393699646;9.865816116333008;-11.837513217166588
267;-1.3285704851150513;10.773386001586914;-14.313202666460029
268;-2.63419771194458;12.106108665466309;-31.889883747123804
269;-3.1233315467834473;13.89832878112793;-43.4090887296652
270;-25.33054542541504;16.033342361450195;-406.1333070079454
271;-16.278589248657227;18.199199676513672;-296.25729618826153
272;-10.38650131225586;19.930721282958984;-207.01046275965928
273;-7.492388725280762;20.92951011657715;-156.81202562309227
274;-6.477403163909912;21.067913055419922;-136.46536668215595
275;-5.755716323852539;20.555496215820312;-118.31160511428607
276;-5.076129913330078;19.769712448120117;-100.35362873583654
277;-4.49191951751709;19.016756057739258;-85.42173769562032
278;-5.4840803146362305;18.43291473388672;-101.08758483347628
279;-33.97553253173828;18.02766227722168;-612.4994261709362
280;-26.20359992980957;17.760061264038086;-465.37754009176206
281;-31.851787567138672;17.83527374267578;-568.0853504534753
282;-20.539447784423828;18.535884857177734;-380.7168391620944
283;-19.567548751831055;19.78420639038086;-387.12842306006496
284;-39.8241081237793;21.91986656188965;-872.9391360195077
285;-62.9741096496582;25.38648223876953;-1598.691116123373
286;-24.017765045166016;30.53302764892578;-733.3350841894571
287;-13.693441390991211;37.06403350830078;-507.5341705596511
288;-9.603615760803223;43.351383209228516;-416.33002704076716
289;-7.564059257507324;46.88752365112305;-354.6600073348709
290;-6.0949578285217285;47.054073333740234;-286.79259262931555
291;-5.25717306137085;44.95753860473633;-236.34956085835984
292;-4.776916027069092;42.11897659301758;-201.1988143309336
293;-4.164297103881836;39.54093933105469;-164.66021914107841
294;-7.566511631011963;37.58008575439453;-284.3501559550532
295;-27.961326599121094;36.96281051635742;-1033.5292168692977
296;-43.50971984863281;37.23361587524414;-1620.0241956834798
297;-36.61276626586914;37.51967239379883;-1373.6989957261394
298;-19.748455047607422;37.818824768066406;-746.8633608855016
299;-54.44968032836914;38.11653518676758;-2075.4331561445288
300;-36.5819206237793;38.36949920654297;-1403.6299743479176
301;-46.40332794189453;38.48303985595703;-1785.7411186369718
302;-54.495277404785156;38.299949645996094;-2087.16638054786
303;-28.29365348815918;37.6380729675293;-1064.918594505325
304;-16.713666915893555;36.39476013183594;-608.289898327348
305;-19.871023178100586;34.652137756347656;-688.5734325271187
306;-45.05669021606445;32.54950714111328;-1466.5730599427188
307;-78.47752380371094;30.429927825927734;-2388.0653853044496
308;-32.01033020019531;28.565202713012695;-914.3815710790514
309;-17.38927459716797;27.119731903076172;-471.5924650641682
310;-11.947495460510254;26.119609832763672;-312.06391990724296
311;-9.283720970153809;25.495956420898438;-236.69734527882247
312;-7.570799350738525;25.143800735473633;-190.35867028322264
313;-6.549124717712402;24.963132858276367;-163.4866704336764
314;-5.809160232543945;24.87653923034668;-144.5118024202493
315;-5.1911115646362305;24.834497451782227;-128.9186469238757
316;-5.489267349243164;24.825340270996094;-136.2729297834303
317;-6.550734043121338;24.827781677246094;-162.64019464832018
318;-9.369734764099121;24.822351455688477;-232.57884936105074
319;-26.531288146972656;24.81288719177246;-658.3178598432423
320;-43.914485931396484;24.80207633972168;-1089.1704324901293
321;-113.26046752929688;24.79151725769043;-2807.89883536665
322;-44.54410934448242;24.781963348388672;-1103.8904851615807
323;-22.70708656311035;24.777416229248047;-562.6229351277507
324;-15.280678749084473;24.773548126220703;-378.55663039176216
