DayOfYear;depth_0.5;depth_1.5;depth_2.5;depth_4.0;depth_6.25;depth_8.75;depth_12.5;depth_17.5;depth_25.0;depth_35.0;depth_45.0;depth_55.0;depth_65.0;depth_75.0;depth_85.0;depth_95.0;depth_107.5
11;0.8194508120274514;0.8194508120274514;0.8194508120274514;0.8527393883508373;0.7852565374757012;0.7676709012964672;0.7674632966288208;0.8022627527310614;0.735337016499492;0.6306744107008595;0.4841416201628599;0.5717175893527836;0.586307267592981;0.43238813894711786;0.43238813894711786;0.5901095174740449;0.5901095174740449
12;0.8240449476098145;0.8240449476098145;0.8240449476098145;0.85714355289394;0.7903956496108183;0.7733621359711667;0.7716084957468348;0.8041085851098657;0.7370694083554206;0.6319383836259272;0.48519348713804467;0.5731474570888753;0.5876562396955793;0.43303356365995155;0.43303356365995155;0.5908411414377823;0.5908411414377823
13;0.8286390831921775;0.8286390831921775;0.8286390831921775;0.8615477174370428;0.7955347617459355;0.7790533706458667;0.7757536948648486;0.8059544174886699;0.7388018002113491;0.6332023565509949;0.48624535411322917;0.574577324824967;0.5890052117981779;0.43367898837278535;0.43367898837278535;0.5915727654015197;0.5915727654015197
14;0.8332332187745405;0.8332332187745405;0.8332332187745405;0.8659518819801455;0.8006738738810525;0.7847446053205659;0.7798988939828625;0.8078002498674742;0.7405341920672774;0.6344663294760627;0.4872972210884139;0.5760071925610586;0.5903541839007762;0.43432441308561903;0.43432441308561903;0.5923043893652572;0.5923043893652572
15;0.8378273543569033;0.8378273543569033;0.8378273543569033;0.870356046523248;0.8058129860161695;0.7904358399952659;0.7840440931008764;0.8096460822462785;0.742266583923206;0.6357303024011305;0.4883490880635986;0.5774370602971505;0.5917031560033746;0.4349698377984528;0.4349698377984528;0.5930360133289945;0.5930360133289945
16;0.8424214899392659;0.8424214899392659;0.8424214899392659;0.8747602110663504;0.8109520981512867;0.7961270746699655;0.7881892922188901;0.8114919146250827;0.7439989757791345;0.6369942753261981;0.48940095503878317;0.578866928033242;0.593052128105973;0.43561526251128657;0.43561526251128657;0.593767637292732;0.593767637292732
17;0.8470156255216289;0.8470156255216289;0.8470156255216289;0.879164375609453;0.8160912102864036;0.8018183093446652;0.7923344913369039;0.8133377470038871;0.7457313676350631;0.6382582482512658;0.4904528220139678;0.5802967957693338;0.5944011002085714;0.4362606872241202;0.4362606872241202;0.5944992612564693;0.5944992612564693
18;0.8516097611039917;0.8516097611039917;0.8516097611039917;0.8835685401525559;0.8212303224215206;0.8075095440193649;0.7964796904549178;0.8151835793826915;0.7474637594909918;0.6395222211763336;0.4915046889891523;0.5817266635054256;0.5957500723111699;0.43690611193695383;0.43690611193695383;0.5952308852202068;0.5952308852202068
19;0.8562038966863547;0.8562038966863547;0.8562038966863547;0.8879727046956586;0.8263694345566378;0.8132007786940644;0.8006248895729317;0.8170294117614958;0.7491961513469202;0.6407861941014011;0.49255655596433706;0.5831565312415171;0.5970990444137683;0.4375515366497877;0.4375515366497877;0.5959625091839441;0.5959625091839441
20;0.8607980322687175;0.8607980322687175;0.8607980322687175;0.8923768692387614;0.8315085466917551;0.8188920133687643;0.8047700886909454;0.8188752441403;0.7509285432028487;0.642050167026469;0.4936084229395217;0.584586398977609;0.5984480165163666;0.4381969613626213;0.4381969613626213;0.5966941331476815;0.5966941331476815
